counterparty_country,open_dt_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
JPN,25,306.47118644067797,59,17.4,5.018670350286616,25.0,1611.0,2.08,2.154829451785495,330.0483073172761,332.881391961289,332.881391961289,18081.8,108931.88516299914,110810.02111408534,110810.02111408534
CHN,10,221.02219999999994,50,344.2,2.860695730715719,23.1,976.7,1.65,1.5952246302893338,206.58931768404676,208.68672493584486,208.68672493584486,11051.109999999997,42679.146181159995,43550.14916444898,43550.14916444898
FRA,2,1186.423396226415,53,27.45,46.17065000186245,3.18,38970.0,3.18,6.879177546282248,5288.263241967007,5338.869784899718,5338.869784899718,62880.439999999995,2.7965728116339404E7,2.850353058011516E7,2.850353058011516E7
NOR,7,353.10654545454554,55,226.14,0.26055768396254075,35.0,1080.65,3.75,0.9153028501478937,258.02915630333626,260.407355483091,260.407355483091,19420.860000000004,66579.04550261152,67811.99078969692,67811.99078969692
DNK,13,369.3951020408163,49,319.0,25.962440262005998,73.2,4257.06,1.65,4.782705035247282,634.6291790764066,641.2058229068705,641.2058229068705,18100.36,402754.19493519375,411144.90732967696,411144.90732967696
DNK,6,404.78,44,157.6,16.436328513115306,11.95,3200.28,6.35,3.684279135777201,520.0278861928289,526.0399690004995,526.0399690004995,17810.32,270429.0024181818,276718.04898604646,276718.04898604646
AUS,11,334.57839285714283,56,164.8,7.492253932467914,3.3,2314.48,1.9,2.504383078742451,421.5099785582813,425.32462625313633,425.32462625313633,18736.39,177670.6620242028,180901.0376973701,180901.0376973701
BRA,27,472.3446296296296,54,261.48,10.194948706243983,2.95,3862.14,2.95,3.239411085823957,775.8748600957285,783.1602298831414,783.1602298831414,25506.609999999997,601981.7985285664,613339.9456706148,613339.9456706148
TUR,28,316.6384615384615,39,172.54,6.307177401418242,13.75,1722.02,2.6,2.198321418346605,328.02056901998884,332.30860159241695,332.30860159241695,12348.9,107597.49370019726,110429.00669230771,110429.00669230771
JPN,27,457.346875,48,303.97,19.331192903507993,14.85,4287.63,3.75,4.01043984610016,673.0693895046418,680.1920152588838,680.1920152588838,21952.65,453022.4030881512,462661.1776219416,462661.1776219416
FRA,25,324.2287272727273,55,211.2,1.484249654775267,9.95,1329.36,1.66,1.451708004467425,327.60829826350164,330.6277934142558,330.6277934142558,17832.58,107327.19709110745,109314.7377779798,109314.7377779798
USA,5,424.15488888888893,45,22.5,20.87387939256717,60.48,4037.77,2.95,4.207563500791816,632.933435515834,640.0854527597439,640.0854527597439,19086.97,400604.7337938765,409709.3868346464,409709.3868346464
DEU,22,295.4575675675677,37,1415.97,3.3829068209581665,1.65,1415.97,1.65,1.8926804869117249,317.38146157824457,321.75934371657166,321.75934371657166,10931.930000000006,100730.99215354273,103529.07526891891,103529.07526891891
CHN,27,388.77681818181827,44,1033.52,22.071759309769988,55.35,3794.4,4.95,4.371482499467929,591.8680698692785,598.7107026236897,598.7107026236897,17106.180000000004,350307.81213078514,358454.5054361522,358454.5054361522
IND,24,348.8558974358975,39,378.53,4.073515376200658,2.08,1697.98,2.08,1.9449319374039602,367.15429867352907,371.95390498030054,371.95390498030054,13605.380000000001,134802.279034451,138349.70743009445,138349.70743009445
IND,2,253.7039215686275,51,357.0,3.987547115333699,32.53,1137.99,4.16,1.8025431662960183,246.2613425521791,248.7117645233408,248.7117645233408,12938.900000000001,60644.64883560169,61857.54181231373,61857.54181231373
AUS,3,269.70833333333337,48,222.18,16.065263588631414,133.0,2133.4,6.25,3.6386226671503805,342.96303111835374,346.59237061334153,346.59237061334153,12946.000000000002,117623.64071388888,120126.27136737588,120126.27136737588
ZAF,24,543.285,48,610.64,7.697821614518977,7.5,3733.0,0.72,2.920055424395442,810.8227888694297,819.4031631490832,819.4031631490832,26077.679999999997,657433.5949499997,671421.5437787231,671421.5437787231
TUR,7,428.9466666666667,51,123.07,14.646686433010764,13.35,3376.08,5.85,3.3335277331601514,542.7223949561397,548.1227508019227,548.1227508019227,21876.280000000002,294547.59798692807,300438.54994666664,300438.54994666664
JPN,24,499.6579487179487,39,1485.78,1.0783299430112212,6.25,1853.52,4.95,1.2683155287214858,454.30738003555103,460.2462906633422,460.2462906633422,19486.66,206395.1955547666,211826.6480693657,211826.6480693657
ZAF,16,478.0825000000001,64,842.12,11.709369784553731,18.35,3733.0,3.0,3.246411275445821,684.5702039144707,689.9819102942723,689.9819102942723,30597.280000000006,468636.3640874999,476075.03653333324,476075.03653333324
JPN,23,491.4988333333334,60,2002.4,35.443032521778356,3.75,7544.91,3.25,5.672408919430782,1019.6984796564321,1028.3036826786533,1028.3036826786533,29489.930000000004,1039784.9894136392,1057408.4638104804,1057408.4638104804
AUT,18,299.9773809523809,42,686.4,1.2203028502825104,11.7,1117.08,1.0,1.3254541814279663,279.38318645987613,282.76977297371695,282.76977297371695,12599.049999999997,78054.96487647392,79958.74450760744,79958.74450760744
JPN,17,339.7442857142858,35,358.82,10.478548492296168,128.09,2075.81,3.2,2.787669763204885,374.3852642421075,379.8510316696589,379.8510316696589,11891.050000000003,140164.32608163267,144286.8062605042,144286.8062605042
AUT,13,356.50303571428583,56,272.01,15.838418542816626,89.55,2945.5,1.45,3.4593975092022826,458.0000832810267,462.1449648990304,462.1449648990304,19964.170000000006,209764.0762854274,213577.96858152607,213577.96858152607
DEU,29,274.7389130434783,46,192.7,10.081604265327007,19.9,1991.26,1.95,2.8866612476269116,353.6057695785708,357.51313426830603,357.51313426830603,12637.990000000002,125037.0402792533,127815.64117434782,127815.64117434782
GBR,14,640.3543181818181,44,945.55,28.603488049697432,60.18,8142.75,9.55,5.252850267296189,1231.0398265424342,1245.2719736507322,1245.2719736507322,28175.59,1515459.0545336264,1550702.2883599899,1550702.2883599899
CHE,15,349.12391304347835,69,315.0,4.527675608653977,7.65,1995.56,1.25,2.1653935748292596,415.1961916318088,418.2379626382759,418.2379626382759,24089.550000000007,172387.8775455577,174922.9933918159,174922.9933918159
JPN,14,631.5429687499999,64,1722.9,23.127919870823284,40.4,8801.51,0.85,4.733964685725857,1378.3510359412253,1389.247261123327,1389.247261123327,40418.74999999999,1899851.5782802487,1930007.9525386654,1930007.9525386654
BRA,2,345.09480769230777,52,192.6,17.793049062912313,24.9,2586.69,7.5,3.6765710807254544,392.9099868314447,396.74334577115184,396.74334577115184,17944.930000000004,154378.25775188606,157405.28241368773,157405.28241368773
FRA,14,382.0426229508197,61,170.7,0.6372550012353533,3.75,1271.55,3.75,1.104988112804028,318.4593644814155,321.10222609994287,321.10222609994287,23304.600000000002,101416.36682590704,103106.63960633882,103106.63960633882
DEU,19,278.61708333333337,48,364.92,14.35299701217334,16.5,1822.88,1.65,3.2216781168873485,289.33570195333033,292.3975406797523,292.3975406797523,13373.62,83715.1484248264,85496.32179556739,85496.32179556739
GBR,30,587.921212121212,33,1520.11,24.375594437212293,9.9,7398.54,9.9,4.978515721070534,1242.5031289705314,1261.7678922046182,1261.7678922046182,19401.399999999994,1543814.0255015611,1592058.213798485,1592058.213798485
DNK,15,436.90916666666675,48,223.9,12.7971794619332,136.85,4146.34,1.45,3.5441086906600594,765.2228953977869,773.3207176839962,773.3207176839962,20971.640000000003,585566.0796409723,598024.932399291,598024.932399291
DEU,14,607.975789473684,57,15.0,27.413142665674332,96.15,11816.64,1.45,5.260037292039987,1800.5056867641354,1816.510496509278,1816.510496509278,34654.61999999999,3241820.728069991,3299710.3839283837,3299710.3839283837
RUS,18,365.1744444444446,54,35.4,10.604716327307708,20.65,2297.52,0.65,2.7772072177367795,377.87578157705366,381.42398882552254,381.42398882552254,19719.42000000001,142790.10630246915,145484.25925157234,145484.25925157234
DNK,17,330.1360869565218,46,39.75,29.675743953540007,29.0,3949.32,4.25,5.232067297503208,581.4935912670819,587.9191298790006,587.9191298790006,15186.260000000002,338134.79668468813,345648.9032776812,345648.9032776812
PRT,3,652.4166176470588,68,122.15,33.586983206514425,7.95,12341.21,5.6,5.530813975446489,1670.2174100913874,1682.6355543811299,1682.6355543811299,44364.33,2789626.1969723813,2831262.408867492,2831262.408867492
CHE,16,493.85045454545457,66,277.65,16.20049382112826,19.95,4860.64,2.1,3.758396516956319,774.5920923913746,780.5277507833191,780.5277507833191,32594.13,599992.9095952479,609223.5697428671,609223.5697428671
IND,11,330.20955223880594,67,295.5,4.803820770573292,29.86,1829.84,3.75,2.0473064147299076,381.73648231815014,384.61755324601086,384.61755324601086,22124.039999999997,145722.74193263534,147930.662264948,147930.662264948
DEU,20,286.04811320754715,53,313.93,9.373929451842724,36.0,1622.41,1.87,2.5304889488477222,268.09831749844426,270.6639100935712,270.6639100935712,15160.549999999997,71876.70784549662,73258.95222714079,73258.95222714079
AUT,3,547.093666666667,60,193.78,50.27116199520727,12.5,14022.92,3.75,7.09865680668655,1792.454985676504,1807.5814562633147,1807.5814562633147,32825.62000000002,3212894.875676556,3267350.721027006,3267350.721027006
JPN,15,399.6854347826089,46,149.0,12.8664268778146,5.9,2846.02,1.65,3.224055372079215,476.7921826289892,482.06076447641396,482.06076447641396,18385.53000000001,227330.7854161154,232382.58064758463,232382.58064758463
ESP,17,329.28022222222233,45,37.67,26.327649673275992,9.95,4037.77,4.16,4.929111088352635,616.3789139968617,623.34386856289,623.34386856289,14817.610000000006,379922.96561995056,388557.57847494946,388557.57847494946
TUR,3,289.9619230769231,52,582.0,2.988772236413835,7.25,1245.81,4.65,1.4575061039035275,253.32850122866813,255.80005732908387,255.80005732908387,15078.02,64175.32953476332,65433.669329562596,65433.669329562596
MEX,14,509.09396226415106,53,1024.68,13.706617114844054,16.95,4345.1,9.6,3.641587520595546,800.5223162395338,808.1829914199736,808.1829914199736,26981.980000000007,640835.9787975082,653159.7476205372,653159.7476205372
ESP,14,535.0741463414633,41,304.04,3.1637068107720507,4.15,2756.84,4.15,1.9821100752515144,639.8075427241463,647.7557672609933,647.7557672609933,21938.039999999997,409353.6917267103,419587.534019878,419587.534019878
JPN,26,363.10111111111104,45,22.2,6.273237891775146,13.55,2251.2,1.65,2.306900070951931,432.1609948218744,437.04432490632837,437.04432490632837,16339.549999999997,186763.12544543215,191007.74193282833,191007.74193282833
GRC,15,287.8129090909091,55,272.01,16.579626078229154,36.0,2541.15,1.65,3.776151684289173,404.68025100261207,408.4101017481068,408.4101017481068,15829.710000000001,163766.10555153713,166798.81120989894,166798.81120989894
AUT,19,269.94529411764705,51,320.1,15.098687592653441,16.95,2037.69,5.9,3.410166215321149,324.00005548506505,327.2240160401002,327.2240160401002,13767.210000000001,104976.03595432524,107075.55667341175,107075.55667341175
GBR,10,536.5543902439025,41,34.9,24.453065931815683,1.65,7298.76,1.65,4.824186166862622,1169.5728017738008,1184.1022135420758,1184.1022135420758,21998.730000000003,1367900.5386490184,1402098.0521152439,1402098.0521152439
ITA,16,319.896851851852,54,480.68,1.173685467931663,4.5,1221.56,1.45,1.065882635350045,262.2740626733804,264.73678395808207,264.73678395808207,17274.430000000008,68787.68395120028,70085.56478046821,70085.56478046821
DNK,21,275.35930232558144,43,444.42,3.299287618508072,25.4,1070.4,1.25,1.2656206116484914,205.37096766577886,207.80147791989393,207.80147791989393,11840.45,42177.23435997839,43181.45422569216,43181.45422569216
JPN,9,462.7933333333336,45,108.63,33.21021866571547,3.9,7837.5,3.9,5.718452852623103,1161.2339477641879,1174.3556518053947,1174.3556518053947,20825.70000000001,1348464.2814400005,1379111.1969272734,1379111.1969272734
ITA,31,505.1652631578948,19,244.46,7.724910719166308,16.95,2938.76,5.9,2.747968767069868,645.7466094893849,663.4415736510173,663.4415736510173,9598.140000000001,416988.6836670361,440154.72164853814,440154.72164853814
NOR,14,388.1774137931034,58,209.84,22.3131153506281,20.25,3491.02,5.1,4.173378261436357,504.2942470955388,508.6986472881988,508.6986472881988,22514.289999999997,254312.68765365635,258774.3137528433,258774.3137528433
CHE,18,376.05315789473696,38,201.19,6.92319221523082,1.45,2242.69,1.45,2.581535818796206,459.7271427425601,465.89825299792113,465.89825299792113,14290.020000000004,211349.04577423824,217061.18214651494,217061.18214651494
CHN,11,477.62078431372544,51,438.1,44.35478437147425,6.9,12341.21,1.9,6.749325269301624,1692.343620491711,1709.1832752561593,1709.1832752561593,24358.659999999996,2864026.929818992,2921307.4684153716,2921307.4684153716
JPN,22,275.1157894736842,38,180.44,5.824274288289237,32.65,1436.91,4.3,2.2157289818430232,281.5063270171605,285.28510451383187,285.28510451383187,10454.4,79245.81215069251,81387.59085746798,81387.59085746798
NOR,3,612.3693650793649,63,414.43,55.32695848668969,122.4,18841.48,1.45,7.488297645642987,2341.3633383930455,2360.1697717413313,2360.1697717413313,38579.26999999999,5481982.282371026,5570401.351441527,5570401.351441527
AUS,1,397.48071428571427,42,224.38,3.483346456567161,36.6,1915.6,9.25,1.744457502216279,410.04972416474686,415.02020532883046,415.02020532883046,16694.19,168140.77628758497,172241.7708311846,172241.7708311846
NOR,11,566.3372727272728,55,191.06,41.599353464818485,4.95,10267.88,4.95,6.350102322980617,1378.7975189305084,1391.5055988062322,1391.5055988062322,31148.550000000003,1901082.5982089257,1936287.831509091,1936287.831509091
ESP,7,400.2018749999999,64,184.5,25.658125301915426,19.9,4414.88,1.25,4.626971621789957,618.900747694236,623.7933198593829,623.7933198593829,25612.919999999995,383038.1354964843,389118.10590119037,389118.10590119037
FRA,4,346.2732203389829,59,623.73,9.924061310567609,2.5,2505.84,2.5,3.163507016853062,509.20265639806877,513.5735748198535,513.5735748198535,20430.11999999999,259287.3452828497,263757.8167532437,263757.8167532437
CAN,16,307.63054794520554,73,244.8,16.732142670840954,4.95,3221.88,4.25,3.944123695087221,511.65428032514524,515.1951826462646,515.1951826462646,22457.030000000006,261790.1025750423,265426.07622191793,265426.07622191793
ITA,8,513.927,30,376.36,0.6948580374935047,10.9,1715.85,8.65,1.2003871829260524,423.49130908162294,430.7310011832732,430.7310011832732,15417.81,179344.88886766668,185529.19538034487,185529.19538034487
CAN,21,307.78097560975607,41,1056.63,6.464847557797704,20.7,1976.58,5.9,2.4000392203998793,388.2000670185343,393.02261300594955,393.02261300594955,12619.019999999999,150699.29203319454,154466.7743340244,154466.7743340244
FIN,27,416.24735294117653,34,428.82,8.230803013897992,54.0,2688.27,2.9,2.66859526572611,525.0876287950244,532.9841264638917,532.9841264638917,14152.410000000002,275717.01791358134,284072.0790624777,284072.0790624777
FRA,28,1379.5124999999998,36,379.75,30.924120724444386,2.95,38970.0,2.95,5.733076236524553,6358.847890947951,6449.048820247337,6449.048820247337,49662.44999999999,4.04349465002132E7,4.1590230685933575E7,4.1590230685933575E7
NOR,30,209.3690625,32,76.32,-0.7501184661064868,10.37,608.1,1.95,0.7349340007932604,186.88828761052977,189.87869009108329,189.87869009108329,6699.81,34927.2320459961,36053.91695070565,36053.91695070565
ITA,14,424.57916666666677,36,540.38,18.054487169572337,6.25,4400.28,1.65,4.070523480118695,760.0562649763906,770.8377434134335,770.8377434134335,15284.850000000004,577685.5259298612,594190.8266707143,594190.8266707143
CHE,3,272.0758181818182,55,406.16,0.6332569315756551,9.9,928.08,1.45,0.9641579184417857,208.25654194845976,210.1759976577911,210.1759976577911,14964.170000000002,43370.78726433058,44173.949991447815,44173.949991447815
CHE,19,273.5934693877551,49,346.1,3.0036358735258064,4.1,1092.1,2.08,1.5163310909966776,242.27224840064986,244.7829087047594,244.7829087047594,13406.08,58695.84234510619,59918.672393962566,59918.672393962566
PRT,31,1074.604285714286,21,253.2,12.143017108951403,38.65,12797.52,6.31,3.6203807224528433,2781.0912181810113,2849.7704788343426,2849.7704788343426,22566.690000000006,7734468.363843541,8121191.782035718,8121191.782035718
AUT,14,345.5481395348838,43,65.4,6.842837197334267,15.0,2209.04,2.25,2.4836271120609843,446.74417634056863,452.03127370346846,452.03127370346846,14858.570000000002,199580.35909421305,204332.27240598,204332.27240598
JPN,8,836.1964102564103,39,403.3,14.609657832436568,24.41,10584.77,0.95,3.9545164118599243,2039.0870113808253,2065.7428749107835,2065.7428749107835,32611.660000000003,4157875.839981986,4267293.62524467,4267293.62524467
NOR,2,738.5963043478263,46,383.93,5.5315197377799326,447.56,5490.24,5.1,2.524036882428971,1233.4778596810318,1247.1078630608747,1247.1078630608747,33975.43000000001,1521467.6303232992,1555278.0221082615,1555278.0221082615
NOR,12,499.13051282051293,39,445.22,14.69916849455402,14.56,4161.06,14.56,3.798976002151695,739.5995405621458,749.267918767691,749.267918767691,19466.090000000004,547007.4803997371,561402.4140944671,561402.4140944671
AUT,17,380.0968750000001,48,430.6,9.377631101897125,17.7,2735.16,9.75,3.1481761280248266,546.4409889501497,552.2235943126285,552.2235943126285,18244.650000000005,298597.75440481765,304950.8981155585,304950.8981155585
JPN,20,348.676923076923,52,734.4,5.564992598063025,8.85,2327.0,3.9,2.4004752363255215,497.9337558294062,502.79176116972207,502.79176116972207,18131.199999999997,247938.02519437872,252799.55510015084,252799.55510015084
BRA,5,448.70603448275864,58,350.68,3.3330593629056864,76.71,2210.05,3.73,1.7596960608465317,454.14448175678274,458.11088441647064,458.11088441647064,26024.95,206247.21031013678,209865.58242084092,209865.58242084092
NOR,9,532.6510526315789,38,215.88,29.79832555602067,40.2,9349.72,1.65,5.518127551861542,1484.1422177097331,1504.06448117559,1504.06448117559,20240.739999999998,2202678.122388365,2262209.9635339966,2262209.9635339966
DNK,9,333.7177358490567,53,2157.64,7.900329870104349,4.95,2157.64,1.45,2.5697871463465116,386.79710391708886,390.4985959476458,390.4985959476458,17687.040000000005,149611.99959864723,152489.15343708274,152489.15343708274
NOR,20,354.68954545454557,44,198.07,1.1850759208869919,3.77,1382.88,1.95,1.3895996700711077,348.97499710486255,353.0095241679422,353.0095241679422,15606.340000000004,121783.54860433884,124615.72415327694,124615.72415327694
AUS,2,514.4480000000001,55,390.79,39.703849953087,98.75,8107.72,8.5,6.148916973083613,1091.1125648344612,1101.169114427093,1101.169114427093,28294.640000000007,1190526.6291396364,1212573.4185681483,1212573.4185681483
GBR,13,388.3653333333333,45,179.64,25.201705916407583,38.16,5028.76,1.7,4.854552828171582,780.5982740254781,789.4188734805322,789.4188734805322,17476.44,609333.6654115553,623182.1578072725,623182.1578072725
FIN,31,284.51349999999996,20,479.0,2.0284008860029825,41.95,819.0,41.95,1.3127561446877338,174.04467326738268,178.56606706806835,178.56606706806835,5690.2699999999995,30291.54829274999,31885.840308157887,31885.840308157887
RUS,12,309.8966,50,127.08,3.383821985534901,42.01,1397.32,3.75,1.8102702493038656,289.43330258012816,292.3717870794664,292.3717870794664,15494.83,83771.63664244002,85481.26188004084,85481.26188004084
PRT,10,447.8370967741935,62,85.5,38.96288252650051,30.0,6429.64,3.2,5.92962297838864,838.4150701220132,845.259388338893,845.259388338893,27765.899999999998,702939.8298077002,714463.4335750396,714463.4335750396
AUS,16,336.67206896551744,58,412.22,10.163775864116937,14.45,2210.64,4.25,2.5879026656380466,361.45019954945394,364.6070297883502,364.6070297883502,19526.98000000001,130646.24675434006,132938.28617108287,132938.28617108287
PRT,6,419.4850724637682,69,228.12,5.833469617506939,32.0,2506.0,2.17,2.18897189912383,459.22546832816954,462.58980245055625,462.58980245055625,28944.470000000005,210888.03076122663,213989.32533124468,213989.32533124468
DEU,15,396.220625,48,338.6,19.10372353535756,21.25,4358.0,6.01,4.387459976754526,732.2351007116448,739.9838360839772,739.9838360839772,19018.59,536168.2427141926,547576.0776655584,547576.0776655584
TUR,14,424.92660377358504,53,304.04,5.136932021987533,80.55,2482.44,5.8,2.2331327766579134,505.4553771654297,510.292380936743,510.292380936743,22521.110000000008,255485.1383054468,260398.31404209,260398.31404209
ZAF,30,251.90880000000004,50,2170.9,19.74796051255746,3.3,2170.9,1.45,3.9996375649922546,332.21915915034157,335.59202896471345,335.59202896471345,12595.440000000002,110369.56970656,112622.00990465307,112622.00990465307
RUS,20,306.04116279069774,43,734.4,1.1429558687600094,13.44,1161.07,8.5,1.4250417654255827,315.1760644037972,318.9060884918743,318.9060884918743,13159.770000000002,99335.95157306654,101701.09327718717,101701.09327718717
NOR,28,293.71363636363634,55,194.85,1.9446164761186067,11.9,1244.44,0.39,1.4097337291132415,270.78493207954233,273.28069849829717,273.28069849829717,16154.25,73324.47944132234,74682.3401717172,74682.3401717172
CHN,13,324.0107894736841,38,101.55,13.516987280897848,29.82,2516.57,7.5,3.557460251533128,450.1392976354015,456.1817062245641,456.1817062245641,12312.409999999996,202625.38727569254,208101.7490939545,208101.7490939545
CAN,13,287.52163636363633,55,163.49,21.434390401126922,7.9,2199.12,2.16,4.1389657578406185,317.752826173047,320.68148555943486,320.68148555943486,15813.689999999997,100966.85854095865,102836.61518060604,102836.61518060604
SWE,6,300.1119298245614,57,116.9,1.0511728284583999,66.28,1177.7,2.95,1.1399497976013426,277.3178910244355,279.7829874234072,279.7829874234072,17106.38,76905.21268224069,78278.52005156642,78278.52005156642
CHE,27,356.62325,40,237.93,15.858941016133532,116.56,2608.11,1.95,3.5941417360572054,430.86318993612986,436.3521142755658,436.3521142755658,14264.929999999998,185643.08844193752,190403.16763275643,190403.16763275643
PRT,12,304.3608695652174,46,783.11,-0.2997477908415265,16.5,870.92,8.5,0.7233289069398768,224.05747800825074,226.53332640598464,226.53332640598464,14000.6,50201.75345141776,51317.347972560376,51317.347972560376
FRA,23,550.7100000000002,45,70.8,37.94289965205997,25.0,10303.95,18.45,6.239186244836044,1488.7128291006595,1505.5349769403929,1505.5349769403929,24781.950000000004,2216265.8875288893,2266635.5667909095,2266635.5667909095
CHN,29,363.9562499999999,56,393.42,11.186019977159756,50.0,2505.84,4.41,3.0797927367320117,432.44268855852255,436.3562768221004,436.3562768221004,20381.549999999996,187006.6788877233,190406.80032204554,190406.80032204554
DNK,5,422.31449999999995,40,534.0,1.560387065449298,20.23,1603.06,5.9,1.4940437879401927,391.548954359158,396.53704021996515,396.53704021996515,16892.579999999998,153310.58365975,157241.62426641025,157241.62426641025
RUS,6,487.7185365853658,41,170.91,22.24742978755177,15.9,4415.44,15.9,4.491486053882038,693.5704504584073,702.1865628113408,702.1865628113408,19996.46,481039.969749078,493065.96899280493,493065.96899280493
SWE,28,409.68577777777796,45,3193.92,7.795596481237942,12.45,3193.92,1.95,2.65925739424119,613.7545243915208,620.6898238964338,620.6898238964338,18435.860000000008,376694.61621106195,385255.85748858604,385255.85748858604
ESP,26,498.522222222222,54,279.6,16.90473259139489,31.68,5496.0,2.84,3.862642132495354,888.3428128171863,896.6842428882227,896.6842428882227,26920.19999999999,789152.9530839506,804042.6314440252,804042.6314440252
DEU,13,288.1878378378379,37,480.68,3.6762025642962994,0.79,1285.62,0.79,1.826770812470294,273.1444436719125,276.9121312211103,276.9121312211103,10662.950000000003,74607.88710883858,76680.32841741742,76680.32841741742
MEX,11,2264.5264516129023,62,1071.9,-0.2640883376579515,9500.0,9500.0,2.95,1.2796521225633823,3479.7999561580737,3508.20695774926,3508.20695774926,140400.63999999996,1.210900773487773E7,1.2307516058400316E7,1.2307516058400316E7
NLD,25,381.4634000000001,50,91.8,12.042289073834773,3.75,2924.0,3.2,3.1594212365093175,497.16638650902377,502.21389039791825,502.21389039791825,19073.170000000006,247174.41587444,252218.79170861223,252218.79170861223
GRC,12,540.6081034482761,58,142.5,45.539170648869295,15.0,11134.34,1.45,6.681948043365323,1454.7488660488934,1467.4543375524852,1467.4543375524852,31355.270000000015,2116294.263270541,2153422.232801603,2153422.232801603
CHE,4,784.4769642857142,56,253.24,49.135377833760295,19.35,21535.9,4.95,7.089162366049354,2823.0892986495683,2848.638138850926,2848.638138850926,43930.70999999999,7969833.188149712,8114739.24611607,8114739.24611607
TUR,30,345.125,44,92.55,4.58722754213832,37.6,1943.13,1.65,2.305130822544595,449.038828592908,454.23020138855634,454.23020138855634,15185.5,201635.86958409098,206325.07585348844,206325.07585348844
SWE,24,328.4822727272727,44,440.89,6.96663408763686,37.3,1728.0,2.95,2.298090213374943,321.3641788381046,325.07949508535165,325.07949508535165,14453.22,103274.93544028926,105676.67812494715,105676.67812494715
DEU,4,249.36382978723404,47,89.14,10.029452630088572,12.95,1476.19,2.1,2.8878826371151254,265.1670897999831,268.033844355142,268.033844355142,11720.1,70313.58551299231,71842.14171979649,71842.14171979649
NOR,23,284.6980952380953,42,413.1,17.367253663275118,80.0,2163.95,2.9,3.7204577581509253,348.45927889604667,352.683181950075,352.683181950075,11957.320000000002,121423.86904875282,124385.42683042971,124385.42683042971
CHE,6,355.7208620689655,58,547.1,5.675345154427875,11.17,1790.0,1.65,2.1460340139908407,331.1190185608569,334.0109426261071,334.0109426261071,20631.81,109639.8044527051,111563.30979398063,111563.30979398063
NLD,14,396.62813559322046,59,508.2,6.115428040640245,9.9,2076.0,1.95,2.320985732375232,399.24169405611326,402.6687242441298,402.6687242441298,23401.06000000001,159393.93027279514,162142.10148439504,162142.10148439504
ESP,2,394.7245901639345,61,201.75,14.812802817100593,167.08,3528.34,2.95,3.4667073259510377,558.1519822360325,562.7840283168839,562.7840283168839,24078.200000000004,311533.63527401234,316725.8625285792,316725.8625285792
NLD,4,371.3211111111111,36,293.45,3.253475081728558,14.9,1735.3,11.8,1.9937200782568043,415.99642907640566,421.89738238295257,421.89738238295257,13367.56,173053.029004321,177997.4012615873,177997.4012615873
MEX,5,383.10583333333335,36,1031.83,18.890952613471462,24.75,3744.0,1.25,4.13135335286585,635.2431325938431,644.2541235585093,644.2541235585093,13791.810000000001,403533.83750763896,415063.3757221429,415063.3757221429
USA,11,2728.2957887323946,71,286.92,65.92148028705131,168469.6,168469.6,2.25,8.238600858698895,19816.542454319926,19957.587241059242,19957.587241059242,193709.00100000002,3.9269535484386396E8,3.983052884844906E8,3.983052884844906E8
FIN,29,306.5867924528302,53,201.75,1.740281649945544,43.25,1259.46,2.12,1.4520679706939752,294.1785328787483,296.9937025994736,296.9937025994736,16249.1,86541.00920669279,88205.25938374457,88205.25938374457
BRA,14,523.7555263157894,76,534.0,37.63935490011845,1.7,8132.31,1.66,5.735188127492933,1028.2373595911274,1035.0695766763956,1035.0695766763956,39805.42,1057272.0676589336,1071369.0285610526,1071369.0285610526
IND,7,507.1989795918366,49,535.75,31.496079079955585,60.18,7138.12,1.65,5.447484892257986,1035.6622417805813,1046.3947796427124,1046.3947796427124,24852.749999999993,1072596.2790499793,1094942.0348635204,1094942.0348635204
FIN,23,486.1529310344827,58,46.45,32.52472164134268,56.15,7138.12,2.08,5.414905311626763,990.1160675482803,998.7635336333717,998.7635336333717,28196.87,980329.8272172707,997528.5961158193,997528.5961158193
BRA,12,405.53693548387093,62,449.98,44.454726495661305,66.12,6260.9,2.17,6.44728854425066,795.2405502629656,801.7324175718086,801.7324175718086,25143.289999999997,632407.5327825443,642774.8693855369,642774.8693855369
MEX,26,351.94716981132086,53,22.2,8.231997313795047,44.25,2388.31,5.8,2.9013575809593504,499.2440483271716,504.02161219068523,504.02161219068523,18653.200000000004,249244.61979010323,254037.7855552975,254037.7855552975
GRC,23,452.9409259259259,54,572.38,15.998627863583277,381.95,3869.18,2.95,3.919640276226266,683.3909163821152,689.8078732797626,689.8078732797626,24458.809999999998,467023.1445935871,475834.9020387491,475834.9020387491
BRA,15,448.6808064516131,62,288.5,11.703133031685832,8.5,4161.06,0.48,3.497416862391283,812.2582454317902,818.8890350062317,818.8890350062317,27818.21000000001,659763.4572719303,670579.2516534374,670579.2516534374
