counterparty_country,txn_timestamp_dayOfMonth,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
JPN,25,289.25022727272733,44,106.83,-1.0009445411587117,16.5,726.43,4.5,0.43425438954335294,214.7069769634106,217.18922101062697,217.18922101062697,12727.010000000002,46099.08595676653,47171.15772320297,47171.15772320297
DNK,6,492.2503389830512,59,303.5,8.808085854623911,18.4,3678.03,1.65,2.958907643275333,737.9984425939336,744.3333093654466,744.3333093654466,29042.770000000022,544641.7012710716,554032.0754309176,554032.0754309176
NOR,7,368.43482758620684,58,311.65,41.06323607500255,18.55,4961.2,5.1,6.1904309424202975,646.0846896265209,651.7274578077066,651.7274578077066,21369.219999999998,417425.42616979784,424748.67926049605,424748.67926049605
DNK,13,412.53264705882356,34,103.5,7.565359520531542,9.95,2423.6,9.95,2.5413046349808273,470.36719421113105,477.4407820256514,477.4407820256514,14026.11,221245.29739005188,227949.7003412656,227949.7003412656
AUS,11,249.00175000000007,40,871.2,4.559374473333615,39.6,1286.41,3.75,1.906808856439241,261.29092033485875,264.6196012846336,264.6196012846336,9960.070000000003,68272.94504943749,70023.53338403846,70023.53338403846
USA,5,372.9671153846154,52,256.9,4.719963780755091,35.81,1656.15,15.7,1.7416411494755448,297.0274268049523,299.92532398253013,299.92532398253013,19394.29,88225.29227437131,89955.19996602566,89955.19996602566
DEU,22,318.9973076923077,52,500.0,10.076434405117261,136.85,2199.12,2.55,2.9070827115621514,393.6073113919672,397.447473659224,397.447473659224,16587.86,154926.715581213,157964.49431809955,157964.49431809955
IND,24,313.1081395348837,43,163.5,5.634800410944139,3.75,1718.4,3.75,2.149452325955972,331.3155503707439,335.23658094130803,335.23658094130803,13463.65,109769.99391746892,112383.56520121817,112383.56520121817
FRA,25,521.5117948717949,39,214.4,30.6012434294703,2.55,8322.12,2.55,5.569770555045058,1296.5946211437213,1313.544289834652,1313.544289834652,20338.960000000003,1681157.61157883,1725398.6013572204,1725398.6013572204
JPN,27,432.4278947368422,38,339.6,6.081655661565604,17.0,2527.94,1.65,2.54409041312733,543.4715294734393,550.7667757558812,550.7667757558812,16432.260000000002,295361.3033481994,303344.04127652914,303344.04127652914
BRA,27,327.34659574468094,47,556.46,15.017530284703113,15.9,2586.69,6.25,3.491401265117404,423.7835643358258,428.3651414251154,428.3651414251154,15385.290000000005,179592.509401177,183496.6943881591,183496.6943881591
CHN,27,300.86516129032265,31,337.5,7.682381102695128,75.0,1144.75,3.75,2.1035530471228148,200.1787180669051,203.4876813777019,203.4876813777019,9326.820000000002,40071.51916690948,41407.23647247313,41407.23647247313
TUR,28,357.0575609756098,41,593.17,1.4619616668428392,57.8,1337.78,1.25,1.374918858041149,306.4330384481865,310.2398060031988,310.2398060031988,14639.360000000002,93901.20705258775,96248.73722890244,96248.73722890244
IND,2,283.86500000000007,40,610.64,20.272339711126108,27.25,2805.28,2.25,4.260381172244402,457.75338030974706,463.58486865530216,463.58486865530216,11354.600000000002,209538.15718499993,214910.93044615377,214910.93044615377
AUS,3,294.4756818181817,44,336.24,16.323549879412788,17.9,2298.0,2.95,3.594423013050732,372.3872963327155,376.6924948067194,376.6924948067194,12956.929999999997,138672.29846998968,141897.23564371036,141897.23564371036
TUR,7,344.4694594594594,37,510.0,7.455165964024037,5.1,1809.6,5.1,2.676685969582051,390.22192693975137,395.6045526149815,395.6045526149815,12745.369999999999,152273.15226457265,156502.96204969968,156502.96204969968
ZAF,24,474.9184375,32,117.4,24.211218521706428,1.65,6429.64,1.65,4.988175699288073,1096.2936028874446,1113.835414369615,1113.835414369615,15197.39,1201859.663731934,1240629.3303039318,1240629.3303039318
JPN,24,600.9003333333334,30,904.66,2.1661139184397387,78.15,2661.24,1.95,1.7143629253188888,659.7669310015638,671.0458152121047,671.0458152121047,18027.010000000002,435292.40324322216,450302.4861136781,450302.4861136781
ZAF,16,440.2341071428573,56,933.32,27.646391814883213,15.0,5355.68,2.95,4.909959268345788,766.5987938656998,773.5364809209402,773.5364809209402,24653.110000000008,587673.7107563458,598358.687315552,598358.687315552
JPN,17,1886.892280701754,57,216.0,11.371625999604799,9500.0,22998.4,5.5,3.3794361911354303,4578.3457116506115,4619.042918330446,4619.042918330446,107552.85999999999,2.096124945538954E7,2.133555748137864E7,2.133555748137864E7
AUT,18,375.08222222222224,45,315.0,10.56883723239204,7.25,2862.06,3.75,3.1343810940316073,553.1403565858765,559.3907284996,559.3907284996,16878.7,305964.2540839506,312917.98713131313,312917.98713131313
JPN,23,259.07272727272726,44,161.8,0.1799723341897499,1.45,829.63,1.45,0.7678650183469141,196.6764953184386,198.95028756606905,198.95028756606905,11399.199999999999,38681.64381074381,39581.21692262157,39581.21692262157
AUT,13,814.1869387755104,49,230.1,42.564111868018486,13.3,22775.93,1.25,6.623188403124592,3194.9659917133567,3228.075331892961,3228.075331892961,39895.16000000001,1.0207807688204914E7,1.042047034837585E7,1.042047034837585E7
JPN,14,607.4422857142857,35,312.4,23.560516072786776,7.5,8132.31,4.12,4.823421942320012,1363.4754339241963,1383.38123772258,1383.38123772258,21260.48,1859065.2589147757,1913743.6488828573,1913743.6488828573
GBR,14,1400.8252941176465,34,304.5,6.639368121157547,2.15,13249.94,1.7,2.689893149406944,2932.8322639700586,2976.9374796818897,2976.9374796818897,47628.05999999998,8601505.08858374,8862156.757934762,8862156.757934762
CHE,15,456.9271739130436,46,501.01,16.035913748911216,18.75,4808.48,9.9,3.979786426641894,845.9972903586553,855.3456105059729,855.3456105059729,21018.650000000005,715711.4152941869,731616.1134118355,731616.1134118355
DEU,29,333.61794117647065,34,103.65,5.618364602700423,606.0,1622.41,3.35,2.1578201924220632,321.3130756825573,326.14512240002887,326.14512240002887,11343.010000000002,103242.0926045848,106370.6408653298,106370.6408653298
BRA,2,540.6981707317071,82,22.2,11.272265352422558,23.14,5162.74,3.2,3.33277927203447,929.3822742292496,935.1016037448777,935.1016037448777,44337.249999999985,863751.411651532,874415.0093262424,874415.0093262424
FRA,14,351.8661224489796,49,312.4,8.834155914100826,3.75,2242.69,3.75,2.754881355124379,405.0499960363489,409.24751743197504,409.24751743197504,17241.44,164065.49928904625,167483.5305242347,167483.5305242347
DEU,19,239.73871794871798,39,663.8,1.8853994259104683,21.88,904.85,4.63,1.1606951209513467,191.98075491395147,194.49041378324088,194.49041378324088,9349.810000000001,36856.61025733071,37826.52105357625,37826.52105357625
GBR,30,281.7057692307693,26,340.24,8.286086248548969,19.95,1534.3,1.25,2.661064367977359,305.63380593792397,311.68654809822095,311.68654809822095,7324.350000000001,93412.02333210058,97148.5042653846,97148.5042653846
PRT,3,275.489756097561,41,303.5,0.3560950927298805,6.6,835.08,2.55,0.7606022305655755,199.12398955679268,201.5976743353926,201.5976743353926,11295.08,39650.36321701368,40641.62229743902,40641.62229743902
DEU,14,282.75226415094335,53,479.35,-0.5663583555266332,5.04,741.4,5.04,0.4106607609074854,186.15123326936035,187.93262537247335,187.93262537247335,14985.869999999997,34652.28164770381,35318.67167939041,35318.67167939041
DNK,15,344.6247826086956,46,346.8,12.607980580385735,8.85,2582.78,6.3,3.4834234918510463,487.9629825488777,493.35500239680533,493.35500239680533,15852.74,238107.87233799632,243399.15838995177,243399.15838995177
CHE,16,832.3435714285714,56,328.77,45.1979717941723,12.5,21880.44,1.45,6.71964302743372,2921.199274696481,2947.6360060819334,2947.6360060819334,46611.24,8533405.202487247,8688558.02435065,8688558.02435065
DNK,17,324.8257142857144,49,463.5,2.973589121016361,2.95,1484.25,2.95,1.6421987498707584,311.65443848033004,314.88410441383036,314.88410441383036,15916.460000000006,97128.48902448981,99151.99921250001,99151.99921250001
RUS,18,294.7043181818182,44,158.95,1.5293810807514365,4.25,1118.4,4.25,1.4231995893990042,272.25514717897295,275.4027100945655,275.4027100945655,12966.990000000002,74122.86516544422,75846.6527274313,75846.6527274313
TUR,3,412.49926829268304,41,397.5,5.227165929069475,36.72,2053.07,2.95,2.371145653181709,458.9810293990865,464.6828757141274,464.6828757141274,16912.470000000005,210663.58534824508,215930.1749819512,215930.1749819512
AUT,3,344.1330612244898,49,294.25,4.310763075965909,145.95,1680.88,3.39,1.9763306642966885,336.90206734970707,340.3933737310659,340.3933737310659,16862.52,113503.00298450656,115867.6488800171,115867.6488800171
JPN,15,313.7018367346938,49,247.38,0.6462175640406014,25.0,1256.32,0.85,1.2058711712016517,315.14423511338083,318.410065708471,318.410065708471,15371.389999999998,99315.88892519785,101384.96994447282,101384.96994447282
ESP,17,393.3754901960786,51,2646.3,15.508175062039356,36.14,3449.3,4.95,3.839375490545638,588.9966746679117,594.8574824487416,594.8574824487416,20062.15000000001,346917.08276985784,353855.424425255,353855.424425255
DEU,20,418.9081632653062,49,286.6,33.40010624807499,30.7,4936.65,4.95,5.58489101841359,695.3671486217484,702.5732182741806,702.5732182741806,20526.500000000004,483535.4713823407,493609.1270361394,493609.1270361394
IND,11,254.47243902439027,41,113.64,6.957744213102577,35.25,1578.31,2.75,2.3764399963735356,301.952086198961,305.703187616522,305.703187616522,10433.37,91175.0623599048,93454.43891890242,93454.43891890242
ESP,14,307.3483606557378,61,148.36,5.262313074346373,29.9,1642.18,2.5,2.2802210400466336,345.9114851205379,348.7821690739571,348.7821690739571,18748.250000000004,119654.75553829614,121649.0014639344,121649.0014639344
MEX,14,424.80603773584915,53,365.27,5.374721883911306,17.7,2377.9,5.9,2.3056988975176567,480.9095073325033,485.511617045279,485.511617045279,22514.720000000005,231273.95424279108,235721.53028592168,235721.53028592168
GRC,15,442.75000000000034,58,165.85,8.47768222917485,4.95,3256.88,1.45,2.7912434248397315,612.0354356599366,617.3808247978474,617.3808247978474,25679.50000000002,374587.3745034484,381159.08282807027,381159.08282807027
AUT,19,344.5151111111112,45,218.05,12.67909016726516,16.5,2919.51,2.95,3.3399088540139474,513.2276486949897,519.0270152437428,519.0270152437428,15503.180000000004,263402.61938498775,269389.0425528284,269389.0425528284
JPN,26,327.4531914893617,47,108.55,0.8562792527555398,65.4,1147.2,2.1,1.1690284380974325,282.09971446738535,285.1495297444939,285.1495297444939,15390.3,79580.24890258035,81310.25431350601,81310.25431350601
JPN,9,328.33482758620687,58,209.3,4.981725754897555,7.5,1919.04,3.25,2.3359428565667084,426.148411464757,429.87030231789925,429.87030231789925,19043.42,181602.46859393583,184788.47681488207,184788.47681488207
GBR,10,231.33312500000005,32,370.8,-0.8943913741642282,22.5,527.3,1.95,-0.02470732727158398,137.58033588229233,139.78176103823995,139.78176103823995,7402.660000000002,18928.348821484375,19538.940718951613,19538.940718951613
ITA,16,254.83638888888896,36,157.35,0.5019739908282679,6.25,880.58,2.95,0.8886845587791334,208.8150671201777,211.77713091364672,211.77713091364672,9174.110000000002,43603.73225640431,44849.55317801586,44849.55317801586
DNK,21,485.8541999999998,50,25.2,6.183655293658932,125.0,2990.0,3.8,2.3246176618770673,588.3396177960141,594.3127619775188,594.3127619775188,24292.709999999992,346143.50586835993,353207.65904934687,353207.65904934687
NOR,14,402.5964406779662,59,650.1,2.1055586555877017,14.59,1829.04,3.75,1.4610734439323587,406.34205488147217,409.83003349059953,409.83003349059953,23753.190000000006,165113.86556529734,167960.65635090592,167960.65635090592
CHE,18,261.444,60,69.6,0.3781823280180716,7.25,1062.1,3.9,1.0125815125870372,250.79097937126843,252.90739646581835,252.90739646581835,15686.64,62896.11533399999,63962.15118711863,63962.15118711863
ITA,31,150.2075,12,430.5,-0.764179661228928,29.25,472.31,10.25,1.0121095263372335,174.35649443620773,182.10941911264626,182.10941911264626,1802.49,30400.187152083337,33163.84052954546,33163.84052954546
AUS,1,377.545,54,430.6,3.837228981926031,27.35,1915.6,8.7,2.0546235614690507,440.28833518817845,444.42258866113474,444.42258866113474,20387.43,193853.8181027778,197511.43731226417,197511.43731226417
NOR,3,323.1765625,32,225.65,4.8330177934105345,145.95,1572.73,8.75,1.9751342969614722,321.2328190114743,326.37287048869155,326.37287048869155,10341.65,103190.5240100586,106519.25059102822,106519.25059102822
JPN,22,327.86054545454556,55,662.9,8.055033246315494,2210.64,2210.64,2.08,2.5884330644991564,403.8860704362429,407.60860139044513,407.60860139044513,18032.330000000005,163123.95789242975,166144.77192747477,166144.77192747477
CHN,11,278.2362,50,110.95,3.2484842836403294,37.35,1259.46,8.3,1.639885740318271,258.55085659800085,261.17580568862434,261.17580568862434,13911.81,66848.54544756001,68212.80147710205,68212.80147710205
ESP,7,264.5932307692307,65,454.6,-0.6693459567083218,577.16,711.79,3.3,0.4921744642475283,186.9719969333762,188.42705387387062,188.42705387387062,17198.559999999994,34958.52763725444,35504.75463158654,35504.75463158654
CAN,16,527.7500000000002,49,391.0,43.14393205784093,24.9,14022.92,3.71,6.685329654583738,1957.0596393788599,1977.3405918271892,1977.3405918271892,25859.75000000001,3830082.432085713,3909875.816087499,3909875.816087499
FRA,4,385.5405454545455,55,299.92,2.0289938513423573,35.4,1658.16,1.25,1.4174543787621308,350.96345138084826,354.198205949501,354.198205949501,21204.730000000003,123175.34420515705,125456.36909784515,125456.36909784515
NOR,11,333.85960000000006,50,4314.02,26.28532670667286,48.33,4314.02,3.3,4.853897109787047,645.5142233350401,652.0678352465349,652.0678352465349,16692.980000000003,416688.61252784013,425192.46176310215,425192.46176310215
ITA,8,334.52859649122803,57,514.39,33.07078331212588,38.65,4105.94,2.55,5.468980119422272,561.8533543282979,566.8477045860056,566.8477045860056,19068.129999999997,315679.19176995987,321316.3201944235,321316.3201944235
CAN,21,330.3465957446808,47,302.95,0.18713367974237594,849.93,1074.0,1.95,0.929560507017275,273.4496772193922,276.4059758625109,276.4059758625109,15526.289999999999,74774.72597138977,76400.26349250694,76400.26349250694
FIN,27,312.6282,50,702.4,23.239227944734907,5.9,2106.46,5.9,4.250467286092634,298.62935516583093,301.66120299874996,301.66120299874996,15631.41,89179.49176675998,90999.48139465303,90999.48139465303
FRA,28,400.7308108108106,37,384.68,5.548974831800162,41.0,2505.84,12.75,2.5082979944253143,573.4851929254564,581.395707201302,581.395707201302,14827.039999999994,328885.26650474797,338020.96835210203,338020.96835210203
NOR,30,302.78935483870964,31,269.3,5.34259273679662,11.9,1534.3,1.64,2.0971910078251628,312.8126387692437,317.98344591016564,317.98344591016564,9386.47,97851.74697377732,101113.47187290323,101113.47187290323
CHE,3,304.4478723404255,47,336.24,7.712608428508,139.13,1800.0,7.5,2.5719847600692676,343.9174635889118,347.6355982793287,347.6355982793287,14309.049999999997,118279.22176143047,120850.5091910268,120850.5091910268
ITA,14,295.7979545454546,44,1188.0,1.0839678617888202,1.65,1188.0,1.45,1.3331688419006487,306.4905089408416,310.0338695344583,310.0338695344583,13015.110000000002,93936.43207081611,96121.00025850952,96121.00025850952
AUT,14,319.0042857142857,56,310.85,15.341831180560177,12.75,2945.5,1.25,3.5717392282576754,472.38466643365194,476.659727928185,476.659727928185,17864.239999999998,223147.2730816326,227204.49622857137,227204.49622857137
CHE,19,396.0164285714287,56,663.8,5.342163864157918,17.85,2221.84,4.95,2.437370332687299,505.21528053970843,509.78745772020636,509.78745772020636,22176.92000000001,255242.4796908163,259883.25204883117,259883.25204883117
PRT,31,461.7756666666666,30,779.92,12.277167067497412,24.9,3949.66,2.88,3.3605669153588753,757.634747846583,770.586707384585,770.586707384585,13853.269999999999,574010.4111445554,593803.873597816,593803.873597816
JPN,8,367.7529629629629,54,304.2,6.1095039466831995,15.9,2243.7,2.55,2.211771169679071,421.63370980837897,425.5927986367162,425.5927986367162,19858.659999999996,177774.98524677634,181129.23025143248,181129.23025143248
NOR,2,839.7494117647058,51,38.1,41.76303829625233,172.89,18841.48,7.05,6.477717898289221,2604.476632836211,2630.3924615177953,2630.3924615177953,42827.219999999994,6783298.530989849,6918964.501609646,6918964.501609646
NOR,12,304.62254901960785,51,320.28,1.32486607895523,5.95,1267.32,4.25,1.3440634293007139,300.6916238838299,303.68365403388526,303.68365403388526,15535.75,90415.45267389463,92223.76172737252,92223.76172737252
BRA,5,337.9522826086958,92,350.68,19.010298792784088,2.95,3862.14,2.95,3.8642547897761905,546.3595232877167,549.353296510579,549.353296510579,31091.61000000001,298508.728687181,301789.04438704014,301789.04438704014
NOR,9,630.2282089552239,67,525.93,29.72989374000474,119.6,9349.72,2.5,5.170966233763642,1290.4164599605394,1300.1555902764278,1300.1555902764278,42225.29,1665174.6401370903,1690404.5589270464,1690404.5589270464
DNK,9,306.92903846153854,52,88.8,19.641827230732567,23.1,2500.0,7.03,3.8968060476185022,375.7882426890259,379.4545562667634,379.4545562667634,15960.310000000003,141216.8033433062,143985.76027160633,143985.76027160633
AUT,17,267.1884090909091,44,320.1,11.270216388211491,16.85,1708.24,3.3,2.9057958522490632,290.4448483630771,293.80270382772164,293.80270382772164,11756.29,84358.20994065084,86320.02877647993,86320.02877647993
NOR,20,293.0855,40,311.7,-0.04977306287648586,80.0,908.74,0.39,0.7134888664365744,227.1424506224012,230.03610168116361,230.03610168116361,11723.42,51593.69287474998,52916.60807666664,52916.60807666664
JPN,20,330.5339655172414,58,101.76,2.3561767605656314,10.95,1436.91,7.95,1.6962416154284243,355.30037319554754,358.40349214082113,358.40349214082113,19170.97,126238.35519289537,128453.06317873564,128453.06317873564
AUS,2,429.2030508474577,59,22.2,29.91234970339162,8.3,5028.76,2.1,5.0365822908986235,694.2664236645617,700.2259014141234,700.2259014141234,25322.980000000003,482005.8670279806,490316.31301122165,490316.31301122165
GBR,13,247.0571052631579,38,384.55,1.2522658528367812,3.48,902.53,1.25,1.1170884733330764,206.40761407197084,209.1783100469471,209.1783100469471,9388.17,42604.10314688366,43755.56539409673,43755.56539409673
FIN,31,450.9461538461537,26,312.18,15.457357701597552,39.12,4008.62,2.95,3.9217572761565416,760.844976386714,775.9126762829793,775.9126762829793,11724.599999999997,578885.0780928994,602040.4812166154,602040.4812166154
PRT,6,357.1519298245614,57,2567.64,12.083351458742523,41.6,3527.64,3.2,3.563628514068634,680.6035027554165,686.6534306470938,686.6534306470938,20357.66,463221.1279629421,471492.93381942326,471492.93381942326
PRT,10,684.2700000000002,65,1982.41,50.08937957782146,1579.51,14415.74,4.98,6.942672130639791,1791.870136146977,1805.8148611369677,1805.8148611369677,44477.55000000001,3210798.5848153858,3260967.312703126,3260967.312703126
RUS,12,295.40255813953485,43,664.01,2.9247347043250613,5.95,1364.74,1.25,1.719615966597467,319.1760496063154,322.95341244514935,322.95341244514935,12702.309999999998,101873.35064229311,104298.90660996675,104298.90660996675
DEU,15,698.5841935483871,62,101.23,34.774666911298524,73.87,13031.5,2.08,5.62156099905661,1778.3432317374188,1792.8605602189716,1792.8605602189716,43312.22,3162504.6498662867,3214348.988388685,3214348.988388685
AUS,16,320.5756716417912,67,205.8,3.261156732651168,6.25,1491.46,1.45,1.8585662274838795,335.44114068395805,337.97280785017756,337.97280785017756,21478.57000000001,112520.75886335495,114225.61884613306,114225.61884613306
TUR,14,467.21803571428575,56,60.0,43.89128594403681,8.5,8895.66,4.2,6.544570785522212,1177.5075647579563,1188.163959021603,1188.163959021603,26164.210000000003,1386524.0650622125,1411733.5935178893,1411733.5935178893
RUS,20,252.76148148148144,54,290.51,1.1853228555870317,13.44,987.08,0.39,1.2455918053711934,240.28824208998262,242.5445192156223,242.5445192156223,13649.119999999997,57738.4392866941,58827.843801537376,58827.843801537376
ZAF,30,509.4010810810812,37,340.24,25.096913409931087,0.85,5590.67,0.85,4.937813103911171,895.2837617015059,907.6330866103934,907.6330866103934,18847.840000000004,801533.0139663988,823797.8199099099,823797.8199099099
SWE,6,285.94791044776133,67,922.4,2.881998471872131,1.65,1489.18,1.65,1.4795607302730347,289.337847865733,291.52156071590014,291.52156071590014,19158.51000000001,83716.39020757405,84984.82036223426,84984.82036223426
CAN,13,388.7422222222222,54,881.01,0.6811732161166142,7.62,1266.23,7.62,1.3537725278711836,345.39153634179166,348.63472051118475,348.63472051118475,20992.079999999998,119295.31337654318,121546.16834591192,121546.16834591192
CHN,13,248.53166666666664,54,318.85,-0.24283226956454707,10.27,737.8,2.55,0.6801911028029755,187.00593349419967,188.76189627636464,188.76189627636464,13420.71,34971.21916203703,35631.05348584904,35631.05348584904
CHE,27,373.6318421052631,38,942.1,15.49058757779789,9.31,3337.44,4.68,3.7697339163414476,580.6327868611845,588.4268642876818,588.4268642876818,14198.009999999998,337134.43317818566,346246.17461543396,346246.17461543396
NOR,28,341.9589130434782,46,1131.0,6.875772383733661,7.5,2176.45,5.95,2.7706900979730573,505.0326413954899,510.61328198431374,510.61328198431374,15730.109999999999,255057.9688749055,260725.92373879228,260725.92373879228
DNK,5,302.2553846153847,52,475.86,-0.444154045631846,16.3,939.96,4.25,0.7346663331309788,261.3692074181473,263.9192112902819,263.9192112902819,15717.280000000004,68313.86258639052,69653.35008808445,69653.35008808445
RUS,6,403.1727777777778,54,382.69,9.363117646143232,436.2,2415.04,5.0,2.615378749778197,404.1480579606873,407.94295866251576,407.94295866251576,21771.33,163335.65275339506,166417.45752232705,166417.45752232705
PRT,12,618.8039583333334,48,168.36,22.249562686471197,10.45,8281.12,3.4,4.491574659122849,1307.5459884514892,1321.3828392686905,1321.3828392686905,29702.590000000004,1709676.511915582,1746052.6079137858,1746052.6079137858
FRA,23,311.8574193548388,31,172.25,-0.7798938407628073,2.5,856.0,2.1,0.6462266209083901,252.08717770065613,256.25419020922357,256.25419020922357,9667.580000000002,63547.945161082185,65666.20999978493,65666.20999978493
CHN,29,502.7009999999999,40,306.7,15.77553968569822,3969.93,5867.08,2.28,4.01081458966626,1067.0479085608106,1080.6414235638254,1080.6414235638254,20108.039999999997,1138591.239164,1167785.886322051,1167785.886322051
DEU,13,317.4175555555557,45,103.5,7.352268609619792,15.95,1894.01,1.25,2.6169887415296698,397.76613747363086,402.2608127658855,402.2608127658855,14283.790000000005,158217.90012069143,161813.76148707076,161813.76148707076
MEX,11,659.6653703703703,54,1508.66,15.952959653274593,8000.0,8000.0,6.35,4.077864018070645,1551.331331679596,1565.898142637604,1565.898142637604,35621.92999999999,2406628.9006507886,2452036.993115898,2452036.993115898
ESP,26,384.7981250000001,48,102.0,14.469398137834421,19.9,3304.03,0.5,3.4977726564308447,552.2104439532702,558.0541034498901,558.0541034498901,18470.310000000005,304936.3744110678,311424.3823772607,311424.3823772607
SWE,28,330.9319999999999,35,316.06,3.1158780912968966,2.9,1348.58,2.9,1.50402088782202,275.77894755246064,279.8051305588566,279.8051305588566,11582.619999999997,76054.02791314284,78290.9110870588,78290.9110870588
CHE,4,328.5267796610171,59,368.8,3.6213852348223856,1145.83,1414.64,3.3,1.7727643520362986,281.66726502123856,284.0850541313814,284.0850541313814,19383.08000000001,79336.44818454464,80704.3179808299,80704.3179808299
GRC,12,441.84434782608696,46,92.4,4.771864842527032,1038.75,2420.95,2.95,1.9882349850091865,475.0524033411754,480.3017605244629,480.3017605244629,20324.84,225674.78592022683,230689.78116289852,230689.78116289852
NLD,25,322.4682051282051,39,323.44,16.834889266897843,4.95,2606.4,1.65,3.733277405910504,433.9548759353448,439.62772946564087,439.62772946564087,12576.26,188316.83434806048,193272.5405151147,193272.5405151147
TUR,30,403.1435135135134,37,225.1,17.688394491326324,2.08,3623.2,1.95,3.972177088843297,614.0381241849076,622.5080156610935,622.5080156610935,14916.309999999996,377042.81795252004,387516.22956231225,387516.22956231225
DEU,4,352.99840000000006,50,299.6,10.046502645555446,12.81,2327.0,5.8,2.895394027885739,401.4833374941481,405.5594149650277,405.5594149650277,17649.920000000002,161188.87028544003,164478.43906677555,164478.43906677555
SWE,24,289.10468750000007,32,310.08,0.20373609823187966,30.6,940.8,24.85,1.1585647660512008,269.8690895830835,274.18726920381914,274.18726920381914,9251.350000000002,72829.32551240236,75178.65859344759,75178.65859344759
CHE,6,309.9537333333334,75,33.0,6.454584319873822,76.5,1833.69,4.98,2.305178332994263,329.18536812267683,331.4021296550883,331.4021296550883,23246.530000000002,108363.00658606226,109827.37153992796,109827.37153992796
NOR,23,286.87576923076927,26,968.77,0.7366769512096343,19.8,968.77,2.5,1.0163617505744578,242.98783393370312,247.79994135871902,247.79994135871902,7458.77,59043.08743979288,61404.81093738459,61404.81093738459
ESP,2,493.13379310344817,58,184.5,14.422435818975721,29.17,5496.0,5.9,3.877940993792958,1041.92921507178,1051.0292063209977,1051.0292063209977,28601.759999999995,1085616.4892200953,1104662.3925397461,1104662.3925397461
MEX,5,372.49815789473695,76,152.05,7.313837668317644,37.6,2609.0,1.95,2.849296237232564,611.607389097972,615.671270277054,615.671270277054,28309.860000000008,374063.59839923814,379051.1130445613,379051.1130445613
NLD,14,362.9946511627907,43,301.2,6.68315954642955,2.08,2377.9,2.08,2.5097977560127624,476.8395929808897,482.48286151821384,482.48286151821384,15608.77,227375.99743418052,232789.7116588039,232789.7116588039
NLD,4,446.98733333333337,45,15.0,6.338328753993553,11.8,2924.0,3.75,2.647283807220005,668.3502443360068,675.902464212915,675.902464212915,20114.43,446692.049104,456844.14112909086,456844.14112909086
IND,7,375.29114285714286,70,293.45,2.992021461249294,12.75,1520.11,3.75,1.6565467957928748,307.189846556271,309.4078525911257,309.4078525911257,26270.38,94365.6018272653,95733.21924505175,95733.21924505175
BRA,14,426.5332432432433,74,300.92,46.04503371642606,18.0,8132.31,2.15,6.523002934524044,996.4217183869818,1003.2233107818952,1003.2233107818952,31563.460000000006,992856.2408732655,1006457.011296187,1006457.011296187
USA,11,369.49259259259264,54,234.0,7.947772121767947,466.6,2068.49,5.1,2.616551690475176,370.97586826870946,374.45928617737917,374.45928617737917,19952.600000000002,137623.0948377229,140219.75700447237,140219.75700447237
FIN,23,297.4792,25,215.16,0.10342788795592206,54.0,855.17,4.25,0.7896542678540993,222.01436744355078,226.59246491811382,226.59246491811382,7436.98,49290.37935135998,51344.145157666644,51344.145157666644
FIN,29,312.6661290322581,31,249.57,9.587435856133666,7.91,2496.0,7.91,3.0249453190701017,499.3766236320808,507.6313419249408,507.6313419249408,9692.650000000001,249377.0122301769,257689.57930451614,257689.57930451614
BRA,15,373.728208955224,67,336.98,11.113794289865966,152.64,3256.88,3.18,3.104555321662987,547.837067119618,551.9717451511701,551.9717451511701,25039.790000000008,300125.4521102249,304672.80744522833,304672.80744522833
GRC,23,227.55100000000002,40,128.7,0.6029104434444794,220.47,822.86,1.65,0.9377241786352339,200.2350909406241,202.78595926714806,202.78595926714806,9102.04,40094.091644,41122.145275897434,41122.145275897434
BRA,12,403.2593877551021,49,438.67,20.94682774926877,30.0,4314.72,1.65,4.224517244547448,671.4488275801879,678.4070323633401,678.4070323633401,19759.710000000003,450843.5280588089,460236.1015600341,460236.1015600341
AUT,24,301.4620512820512,39,293.74,-0.08635472896797936,30.55,783.67,27.6,0.5632166654543326,176.3820649377075,178.68781070817758,178.68781070817758,11757.019999999999,31110.63283168967,31929.333695681504,31929.333695681504
MEX,26,299.68254901960785,51,252.1,2.9206182674852856,3.9,1295.4,3.9,1.7442839910496575,285.04441450855006,287.88074719816285,287.88074719816285,15283.810000000001,81250.31824252212,82875.32460737256,82875.32460737256
MEX,8,254.16597402597407,77,287.08,4.232218093062299,36.15,1322.82,0.39,1.8435227462541781,253.27096068311894,254.93177166315522,254.93177166315522,19570.780000000002,64146.17952534998,64990.20820331511,64990.20820331511
